policy,tau,K,M,lockout_hours,n_patients,n_sepsis,n_nonsepsis,sepsis_detected,sepsis_detection_rate,nonsepsis_alerted,nonsepsis_alert_rate,alerts_total,alerts_per_100_patient_hours,lead_time_median,lead_time_mean,lead_ge_1_rate,lead_ge_3_rate,lead_ge_6_rate,policy_name
B_persistence,0.22241379310344828,2,4,6,493,39,454,5,0.1282051282051282,0,0.0,7,0.03656307129798903,46.0,63.4,0.1282051282051282,0.10256410256410256,0.10256410256410256,B_2of4
B_persistence,0.23448275862068965,2,4,6,493,39,454,5,0.1282051282051282,0,0.0,7,0.03656307129798903,46.0,63.4,0.1282051282051282,0.10256410256410256,0.10256410256410256,B_2of4
B_persistence,0.24655172413793103,2,4,6,493,39,454,5,0.1282051282051282,0,0.0,7,0.03656307129798903,46.0,63.4,0.1282051282051282,0.10256410256410256,0.10256410256410256,B_2of4
B_persistence,0.2586206896551724,2,4,6,493,39,454,2,0.05128205128205128,0,0.0,3,0.015669887699138157,77.0,77.0,0.05128205128205128,0.05128205128205128,0.05128205128205128,B_2of4
B_persistence,0.2706896551724138,2,4,6,493,39,454,2,0.05128205128205128,0,0.0,3,0.015669887699138157,77.0,77.0,0.05128205128205128,0.05128205128205128,0.05128205128205128,B_2of4
B_persistence,0.2827586206896552,2,4,6,493,39,454,2,0.05128205128205128,0,0.0,3,0.015669887699138157,77.0,77.0,0.05128205128205128,0.05128205128205128,0.05128205128205128,B_2of4
B_persistence,0.29482758620689653,2,4,6,493,39,454,2,0.05128205128205128,0,0.0,3,0.015669887699138157,77.0,77.0,0.05128205128205128,0.05128205128205128,0.05128205128205128,B_2of4
B_persistence,0.30689655172413793,2,4,6,493,39,454,2,0.05128205128205128,0,0.0,3,0.015669887699138157,77.0,77.0,0.05128205128205128,0.05128205128205128,0.05128205128205128,B_2of4
B_persistence,0.31896551724137934,2,4,6,493,39,454,2,0.05128205128205128,0,0.0,3,0.015669887699138157,77.0,77.0,0.05128205128205128,0.05128205128205128,0.05128205128205128,B_2of4
B_persistence,0.3310344827586207,2,4,6,493,39,454,2,0.05128205128205128,0,0.0,3,0.015669887699138157,77.0,77.0,0.05128205128205128,0.05128205128205128,0.05128205128205128,B_2of4
B_persistence,0.34310344827586203,2,4,6,493,39,454,2,0.05128205128205128,0,0.0,3,0.015669887699138157,77.0,77.0,0.05128205128205128,0.05128205128205128,0.05128205128205128,B_2of4
B_persistence,0.35517241379310344,2,4,6,493,39,454,2,0.05128205128205128,0,0.0,3,0.015669887699138157,77.0,77.0,0.05128205128205128,0.05128205128205128,0.05128205128205128,B_2of4
B_persistence,0.36724137931034484,2,4,6,493,39,454,2,0.05128205128205128,0,0.0,3,0.015669887699138157,77.0,77.0,0.05128205128205128,0.05128205128205128,0.05128205128205128,B_2of4
B_persistence,0.3793103448275862,2,4,6,493,39,454,2,0.05128205128205128,0,0.0,3,0.015669887699138157,77.0,77.0,0.05128205128205128,0.05128205128205128,0.05128205128205128,B_2of4
B_persistence,0.39137931034482754,2,4,6,493,39,454,2,0.05128205128205128,0,0.0,3,0.015669887699138157,77.0,77.0,0.05128205128205128,0.05128205128205128,0.05128205128205128,B_2of4
B_persistence,0.403448275862069,2,4,6,493,39,454,2,0.05128205128205128,0,0.0,3,0.015669887699138157,77.0,77.0,0.05128205128205128,0.05128205128205128,0.05128205128205128,B_2of4
B_persistence,0.41551724137931034,2,4,6,493,39,454,2,0.05128205128205128,0,0.0,3,0.015669887699138157,77.0,77.0,0.05128205128205128,0.05128205128205128,0.05128205128205128,B_2of4
B_persistence,0.4275862068965517,2,4,6,493,39,454,2,0.05128205128205128,0,0.0,3,0.015669887699138157,77.0,77.0,0.05128205128205128,0.05128205128205128,0.05128205128205128,B_2of4
